Ticket ID,Equipment ID,Material ID,Material Name,Material Type,Material Group,Priority,Client ID,Client Name,Contract Type,Plant Code,Request Date,Approved Date,Billable,Returnable
29272,10015216,AECCTR00057,Digital otput Fl-SC,ZRAW,CTR,2,CHFOX00001,Foxconn Hon Hai Technology India Mega Development Pvt Ltd,S1( AMC  Comprehensive ),IN12,02-01-2024 12:22,02-01-2024 15:39,No,No
29272,10015216,AECCTR00058,Communication interface board,ZRAW,CTR,2,CHFOX00001,Foxconn Hon Hai Technology India Mega Development Pvt Ltd,S1( AMC  Comprehensive ),IN12,02-01-2024 12:23,02-01-2024 15:39,No,No
29272,10015216,AECCTR00059,Communication protocol Fl-RL,ZRAW,CTR,2,CHFOX00001,Foxconn Hon Hai Technology India Mega Development Pvt Ltd,S1( AMC  Comprehensive ),IN12,02-01-2024 12:27,02-01-2024 15:38,No,No
29069,10015216,AECCTR00061,Flexys card EXP FLEX 2M,ZRAW,CTR,2,CHFOX00001,Foxconn Hon Hai Technology India Mega Development Pvt Ltd,S1( AMC  Comprehensive ),IN12,02-01-2024 12:28,02-01-2024 15:19,No,Yes
29069,10015216,AECCTR00064,Converter with Isolate (AC- RS485- RS 232- ISO),ZRAW,SWG,2,CHFOX00001,Foxconn Hon Hai Technology India Mega Development Pvt Ltd,S1( AMC  Comprehensive ),IN12,02-01-2024 12:30,02-01-2024 15:20,No,Yes
27946,10024932,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,MUDEL00005,Deloitte Shared Services (India) LLP,P1( Warranty - Direct expansion ),IN02,02-01-2024 12:41,13-02-2024 14:32,Yes,No
29109,10010801,AELFAN00010,Axial Fan AKSE 500 ( Outdoor ),ZRAW,FAN,2,CHAAD00001,Aadhar Digital Vision Pvt Ltd,S1( AMC  Comprehensive ),IN12,02-01-2024 13:04,02-01-2024 16:45,No,No
29076,10010702,AREOTH00032,Ball Valve 5/8,ZRAW,OTH,2,CHIDB00002,Idbi Bank Ltd,S1( AMC  Comprehensive ),IN12,02-01-2024 14:49,02-01-2024 15:05,No,Yes
29076,10010702,AREOTH00065,Expansion Valve TGEZ 10,ZRAW,OTH,2,CHIDB00002,Idbi Bank Ltd,S1( AMC  Comprehensive ),IN12,02-01-2024 15:04,02-01-2024 15:05,No,Yes
29123,10009009,LREGAS00004,Refrigerant Gas R 410,ZRAW,GAS,2,CHAMA00002,Amazon Development Centre India Pvt Ltd,S1( AMC  Comprehensive ),IN12,02-01-2024 15:06,19-03-2024 12:34,Yes,No
29406,10016710,LREGAS00004,Refrigerant Gas R 410,ZRAW,GAS,2,BASAN00010,SanDisk India Device Design Cen. P Ltd,S1( AMC  Comprehensive ),IN11,02-01-2024 17:10,06-01-2024 15:30,No,No
29425,10006735,LMEDRI00001,5/8 Filter Drier,ZRAW,OTH,2,BAKYN00002,Kyndryl Solutions Private Limited,S3( AMC - Comprehensive incl. Consumables ),IN11,03-01-2024 10:08,06-01-2024 15:30,No,Yes
29426,10008835,AECCTR00009,Advance Terminal C 7000,ZRAW,CTR,2,BACIS00009,Cisco Systems India Pvt Ltd,S1( AMC  Comprehensive ),IN11,03-01-2024 13:51,06-01-2024 15:30,No,Yes
29399,10011556,AREOTH00006,LP KP1 1 Pressure Switch,ZRAW,OTH,2,DEPWD00001,PWD Elect. Maint Sub Division Assistant Engineer (E),S1( AMC  Comprehensive ),IN05,03-01-2024 15:04,18-01-2024 12:06,No,Yes
29399,10011556,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,DEPWD00001,PWD Elect. Maint Sub Division Assistant Engineer (E),S1( AMC  Comprehensive ),IN05,03-01-2024 15:04,18-01-2024 12:06,Yes,No
29425,10006735,LPI0CU00019,5/8 Copper pipe 19guage,ZRAW,OTH,2,BAKYN00002,Kyndryl Solutions Private Limited,S3( AMC - Comprehensive incl. Consumables ),IN11,04-01-2024 09:43,06-01-2024 15:30,No,No
29425,10006735,LPI0CU00018,7/8 Copper pipe 19guage,ZRAW,OTH,2,BAKYN00002,Kyndryl Solutions Private Limited,S3( AMC - Comprehensive incl. Consumables ),IN11,04-01-2024 09:43,06-01-2024 15:30,No,No
29425,10006735,LFT0CU00011,5/8 Collar,ZRAW,OTH,2,BAKYN00002,Kyndryl Solutions Private Limited,S3( AMC - Comprehensive incl. Consumables ),IN11,04-01-2024 09:44,06-01-2024 15:30,No,Yes
29447,10008525,AECCTR00007,I / O Board C 7000,ZRAW,CTR,2,BATEC00002,Technicolor India Pvt Ltd,S1( AMC  Comprehensive ),IN11,04-01-2024 10:43,06-01-2024 15:31,No,Yes
29257,10004599,LREGAS00004,Refrigerant Gas R 410,ZRAW,GAS,2,DEAME00001,American Express Services India Pvt Ltd,S1( AMC  Comprehensive ),IN05,04-01-2024 15:28,18-01-2024 12:07,Yes,No
29449,10007900,LREGAS00004,Refrigerant Gas R 410,ZRAW,GAS,2,BAVMW00002,Vmware Software India Pvt Ltd,S4( Visit Charges ),IN11,05-01-2024 09:52,06-01-2024 15:31,No,No
29425,10006735,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,BAKYN00002,Kyndryl Solutions Private Limited,S3( AMC - Comprehensive incl. Consumables ),IN11,05-01-2024 10:10,06-01-2024 15:31,No,No
29474,10001358,LREOTH00003,POE Oil,ZRAW,OTH,2,MUINS00002,Instakart Services Pvt Ltd,S2( AMC - Non-Comprehensive ),IN02,05-01-2024 13:52,12-02-2024 15:11,No,Yes
29474,10001358,AREOTH00021,Accumulator Suction Line 1 1/8,ZRAW,OTH,2,MUINS00002,Instakart Services Pvt Ltd,S2( AMC - Non-Comprehensive ),IN02,05-01-2024 13:55,12-02-2024 15:10,No,Yes
29498,10010867,AECCTR00007,I / O Board C 7000,ZRAW,CTR,2,NOBAR00002,Barclays Shared Services Pvt Ltd,S1( AMC  Comprehensive ),IN07,06-01-2024 16:34,16-03-2024 21:24,No,Yes
29481,10023254,ARECOM00022,Compressor ZP 182 KCE TFD 522,ZRAW,COM,2,BAURB00002,Urbanac Projects Pvt Ltd,P1( Warranty - Direct expansion ),IN11,08-01-2024 10:08,09-02-2024 18:28,No,Yes
29508,10016534,LECSEN00005,Tempreture Sensor (Length 5 Mtr),ZRAW,SEN,2,HYSAT00003,Sattva Infa Management Pvt Ltd,S1( AMC  Comprehensive ),IN10,08-01-2024 10:17,08-01-2024 13:06,No,Yes
29510,10009924,AELFAN00011,Axial Fan A4E 500 ( Outdoor ),ZRAW,FAN,2,PUJIO00002,Reliance Jio Infocomm Ltd,S1( AMC  Comprehensive ),IN03,08-01-2024 10:21,08-01-2024 10:30,No,Yes
29514,10009612,AELSWG00033,Contactor 32 Amps,ZRAW,SWG,2,PUSCI00001,Scientific Games India Pvt Ltd,S2( AMC - Non-Comprehensive ),IN03,08-01-2024 10:34,17-04-2024 09:54,Yes,No
29516,10003054,AELSWG00002,Isolators 100 Amps,ZRAW,SWG,2,MUTCS00006,Tata Consultancy Services Ltd,S3( AMC - Comprehensive incl. Consumables ),IN02,08-01-2024 10:35,01-10-2024 12:00,No,Yes
29521,10013050,AELSWG00002,Isolators 100 Amps,ZRAW,SWG,2,MUTCS00009,TATA Consultancy Services Ltd,S1( AMC  Comprehensive ),IN02,08-01-2024 12:38,13-02-2024 15:34,No,Yes
29474,10001358,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,MUINS00002,Instakart Services Pvt Ltd,S2( AMC - Non-Comprehensive ),IN02,08-01-2024 22:20,12-02-2024 15:11,Yes,No
29477,10006704,LMEDRI00001,5/8 Filter Drier,ZRAW,OTH,2,BAWIP00002,Wipro Ltd EC Camp;us 4,S1( AMC  Comprehensive ),IN11,09-01-2024 09:44,09-02-2024 18:28,No,Yes
29539,10018135,AREOTH00062,Filter Drier DML305,ZRAW,OTH,2,BAMAT00001,Mathworks India Pvt Ltd,S3( AMC - Comprehensive incl. Consumables ),IN11,09-01-2024 09:58,09-02-2024 18:28,No,Yes
29541,10022019,AELSWG00014,MCB NBKRA103PC32Amp,ZRAW,SWG,2,MUBRI00002,Bridge Datacenters (Mumbai) LLP,S1( AMC  Comprehensive ),IN02,09-01-2024 10:57,26-06-2024 18:16,No,Yes
29504,10018980,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,CHSPI00002,SPI Technologies India Pvt Ltd,S1( AMC  Comprehensive ),IN12,09-01-2024 15:16,18-01-2024 16:41,Yes,No
29018,10012489,DECCTR00007,I/O Board C 7000,ZRAW,CTR,2,NORPP00003,Reliance Projects & Property Management Services Ltd,S1( AMC  Comprehensive ),IN07,10-01-2024 09:47,16-01-2024 17:03,No,Yes
29412,10014503,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,BABRO00002,Broadcom India Research Pvt Ltd,S1( AMC  Comprehensive ),IN11,10-01-2024 09:53,09-02-2024 18:28,Yes,No
29413,10025634,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,BALSI00003,LSI India Research & Development India Pvt Ltd,S1( AMC  Comprehensive ),IN11,10-01-2024 09:55,09-02-2024 18:28,No,No
29561,10002364,AREOTH00003,"Filter Drier 5/8"" Dry all make",ZRAW,OTH,2,MUIDB00001,IDBI Bank Ltd,S1( AMC  Comprehensive ),IN02,10-01-2024 09:59,13-02-2024 11:41,No,Yes
29180,10007409,ARECOM00015,Compressor ZR 190 KCE,ZRAW,COM,2,BASAN00003,Sandvine Technologies (I) Pvt Ltd,S1( AMC  Comprehensive ),IN11,10-01-2024 10:15,09-02-2024 18:28,No,Yes
29180,10007409,LFT0CU00007,1 3/8 Elbow,ZRAW,OTH,2,BASAN00003,Sandvine Technologies (I) Pvt Ltd,S1( AMC  Comprehensive ),IN11,10-01-2024 10:17,09-02-2024 18:29,No,Yes
29180,10007409,LFT0CU00015,1 3/8 Collar,ZRAW,OTH,2,BASAN00003,Sandvine Technologies (I) Pvt Ltd,S1( AMC  Comprehensive ),IN11,10-01-2024 10:17,09-02-2024 18:29,No,Yes
29180,10007409,LFT0CU00002,7/8 Elbow,ZRAW,OTH,2,BASAN00003,Sandvine Technologies (I) Pvt Ltd,S1( AMC  Comprehensive ),IN11,10-01-2024 10:18,09-02-2024 18:29,No,Yes
29180,10007409,LFT0CU00010,7/8 Collar,ZRAW,OTH,2,BASAN00003,Sandvine Technologies (I) Pvt Ltd,S1( AMC  Comprehensive ),IN11,10-01-2024 10:19,09-02-2024 18:29,No,Yes
29180,10007409,LPI0CU00015,1 3/8 Copper pipe 18guage,ZRAW,OTH,2,BASAN00003,Sandvine Technologies (I) Pvt Ltd,S1( AMC  Comprehensive ),IN11,10-01-2024 10:20,09-02-2024 18:29,No,Yes
29180,10007409,LPI0CU00018,7/8 Copper pipe 19guage,ZRAW,OTH,2,BASAN00003,Sandvine Technologies (I) Pvt Ltd,S1( AMC  Comprehensive ),IN11,10-01-2024 10:21,09-02-2024 18:30,No,Yes
29475,10009370,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,BAMVJ00001,MVJ Collage of Engineering Accounts Department,S1( AMC  Comprehensive ),IN11,10-01-2024 11:42,09-02-2024 18:30,No,No
29540,10015558,LREGAS00004,Refrigerant Gas R 410,ZRAW,GAS,2,BAMAR00001,Marvell India Pvt. Ltd.,S1( AMC  Comprehensive ),IN11,10-01-2024 11:53,09-02-2024 18:30,No,No
29152,10011200,AELSWG00033,Contactor 32 Amps,ZRAW,SWG,2,ASRPP00002,Reliance Projects & Property Management Services Ltd,S1( AMC  Comprehensive ),IN09,10-01-2024 12:43,10-01-2024 12:45,No,Yes
29566,10010781,AREOTH00001,Filter Drier SZ165 42132 Danfoss Make,ZRAW,OTH,2,CHOPE00001,Operational Energy Group India Ltd,S1( AMC  Comprehensive ),IN12,10-01-2024 14:03,11-01-2024 21:11,No,Yes
29180,10007409,AELSWG00026,MPCB 25 32 Amps,ZRAW,SWG,2,BASAN00003,Sandvine Technologies (I) Pvt Ltd,S1( AMC  Comprehensive ),IN11,11-01-2024 09:47,09-02-2024 18:30,No,Yes
29180,10007409,LMEDRI00001,5/8 Filter Drier,ZRAW,OTH,2,BASAN00003,Sandvine Technologies (I) Pvt Ltd,S1( AMC  Comprehensive ),IN11,11-01-2024 09:59,09-02-2024 18:30,No,Yes
29546,10004360,AELFAN00113,500 Dia Outdoor fan,ZRAW,FAN,2,BAKOD00001,Kodiak Networks India Pvt Ltd,S1( AMC  Comprehensive ),IN11,11-01-2024 13:01,09-02-2024 18:31,No,Yes
29462,10004672,AREOTH00032,Ball Valve 5/8,ZRAW,OTH,2,UKENS00001,Ensure Support Services (India) Pvt Ltd,S1( AMC  Comprehensive ),IN05,11-01-2024 18:37,18-01-2024 12:09,No,Yes
29566,10010781,AREOTH00033,Ball Valve 7/8,ZRAW,OTH,2,CHOPE00001,Operational Energy Group India Ltd,S1( AMC  Comprehensive ),IN12,11-01-2024 21:08,11-01-2024 21:10,No,Yes
29566,10010781,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,CHOPE00001,Operational Energy Group India Ltd,S1( AMC  Comprehensive ),IN12,11-01-2024 21:09,11-01-2024 21:10,Yes,No
29559,10007095,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,BATEC00002,Technicolor India Pvt Ltd,S1( AMC  Comprehensive ),IN11,12-01-2024 09:55,09-02-2024 18:33,No,No
29560,10007093,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,BATEC00002,Technicolor India Pvt Ltd,S1( AMC  Comprehensive ),IN11,12-01-2024 09:56,20-02-2024 17:53,No,No
29363,10010934,ARECOM00033,Compressor ZP 72 KCE,ZRAW,COM,2,CHSUL00002,Sulekha.Com New Media Pvt.Ltd,S1( AMC  Comprehensive ),IN12,12-01-2024 10:47,19-03-2024 12:33,No,Yes
29363,10010934,LREGAS00004,Refrigerant Gas R 410,ZRAW,GAS,2,CHSUL00002,Sulekha.Com New Media Pvt.Ltd,S1( AMC  Comprehensive ),IN12,12-01-2024 10:48,19-03-2024 12:33,Yes,No
29180,10007409,LREGAS00001,Refrigerant Gas R 22,ZRAW,GAS,2,BASAN00003,Sandvine Technologies (I) Pvt Ltd,S1( AMC  Comprehensive ),IN11,12-01-2024 11:12,09-02-2024 18:34,Yes,No
29402,10020730,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,NONXT00001,Nxtra Data Ltd,S1( AMC  Comprehensive ),IN07,12-01-2024 11:16,16-03-2024 21:23,Yes,No
29570,10013626,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,NOWNS00001,WNS Global Services Pvt Ltd,S1( AMC  Comprehensive ),IN07,12-01-2024 11:33,16-03-2024 21:23,No,Yes
29446,10009262,AECCTR00006,Controller ( Display ) C6000,ZRAW,CTR,2,PU31500001,315 Work Avenue Pune Spaces Pvt Ltd,S2( AMC - Non-Comprehensive ),IN03,12-01-2024 15:52,12-01-2024 15:58,Yes,No
29531,10005668,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,HYIBM00001,IBM India Pvt. Ltd.,S1( AMC  Comprehensive ),IN10,12-01-2024 19:58,16-01-2024 11:50,No,Yes
29537,10002910,ARECOM00015,Compressor ZR 190 KCE,ZRAW,COM,2,MUNTT00002,NTT Global DC & CI India Pvt Ltd,S3( AMC - Comprehensive incl. Consumables ),IN02,13-01-2024 08:58,08-02-2024 12:16,No,Yes
29537,10002910,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,MUNTT00002,NTT Global DC & CI India Pvt Ltd,S3( AMC - Comprehensive incl. Consumables ),IN02,13-01-2024 08:59,08-02-2024 12:17,No,Yes
29605,10004927,AELINV00008,UPC Board,ZRAW,CTR,2,BAMAH00001,Mahataa Information India Pvt. Ltd,S1( AMC  Comprehensive ),IN11,13-01-2024 13:45,09-02-2024 18:37,No,Yes
29609,10005216,AELFAN00010,Axial Fan AKSE 500 ( Outdoor ),ZRAW,FAN,2,NORIL00001,Reliance Industries Limited,S1( AMC  Comprehensive ),IN07,13-01-2024 15:15,18-01-2024 12:56,No,Yes
29515,10012339,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,BAJPM00002,JP Morgan Services India Pvt Ltd,S3( AMC - Comprehensive incl. Consumables ),IN11,15-01-2024 10:14,09-02-2024 18:36,No,No
29576,10017299,AECCTR00065,SP 11 GT- 70 BHMI Resistive (Touch Screen),ZRAW,CTR,2,BADEL00002,Dell International Services India Pvt. Ltd,S1( AMC  Comprehensive ),IN11,15-01-2024 11:11,09-02-2024 18:36,No,Yes
29535,10019850,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,MUOIL00003,Oil & Natural Gas Corporation Green Project,S3( AMC - Comprehensive incl. Consumables ),IN02,15-01-2024 14:32,12-02-2024 14:57,No,Yes
29030,10002061,LREGAS00004,Refrigerant Gas R 410,ZRAW,GAS,2,MUBSE00001,BSE Limited,S1( AMC  Comprehensive ),IN02,15-01-2024 14:47,12-02-2024 16:28,No,Yes
29420,10003603,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,MUEMI00001,Emirates Airlines Facilities Management Department,S3( AMC - Comprehensive incl. Consumables ),IN02,15-01-2024 14:49,12-02-2024 15:49,No,Yes
29624,10005004,AELSWG00032,Contactor 25 Amps,ZRAW,SWG,2,GUTCS00001,Tata Consultancy Services Ltd,S1( AMC  Comprehensive ),IN06,15-01-2024 15:26,16-03-2024 20:29,No,Yes
28314,10003165,AELFAN00011,Axial Fan A4E 500 ( Outdoor ),ZRAW,FAN,2,MUSIF00001,Sify Technologies Ltd,S1( AMC  Comprehensive ),IN02,15-01-2024 15:26,13-02-2024 12:22,No,Yes
28543,10002551,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,MUBHA00001,Bharti Airtel Ltd,S1( AMC  Comprehensive ),IN02,16-01-2024 09:29,13-02-2024 12:16,Yes,No
29084,10009859,CPIOTH00001,Lubricant Oil Emkarate RL32H,ZCNS,OTH,2,NOACC00002,Accenture Solutions Pvt Ltd,S1( AMC  Comprehensive ),IN07,16-01-2024 16:32,16-01-2024 16:39,No,No
29257,10004599,AREOTH00033,Ball Valve 7/8,ZRAW,OTH,2,DEAME00001,American Express Services India Pvt Ltd,S1( AMC  Comprehensive ),IN05,16-01-2024 17:15,18-01-2024 12:07,No,Yes
29394,10016277,AREOTH00033,Ball Valve 7/8,ZRAW,OTH,2,GUCOM00003,Comviva Technologies Ltd,S1( AMC  Comprehensive ),IN06,16-01-2024 17:34,16-03-2024 20:28,No,Yes
29627,10013077,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,HYTAT00002,TATA Consultancy Services Ltd,S1( AMC  Comprehensive ),IN10,17-01-2024 10:06,18-01-2024 13:45,No,Yes
29526,10017734,AREOTH00026,Electronic Expansion Valve EVD,ZRAW,OTH,2,NOMET00002,Metlife Global Operations Support Centre Pvt Ltd,S1( AMC  Comprehensive ),IN07,17-01-2024 11:20,18-01-2024 12:57,No,Yes
29525,10017732,AREOTH00026,Electronic Expansion Valve EVD,ZRAW,OTH,2,NOMET00002,Metlife Global Operations Support Centre Pvt Ltd,S1( AMC  Comprehensive ),IN07,17-01-2024 11:21,18-01-2024 12:57,No,Yes
29656,10012839,AECSEN00005,Tempreture Sensor Shilded 3 Mtr,ZRAW,SEN,2,HYBAN00001,Bank of Baroda,S1( AMC  Comprehensive ),IN10,18-01-2024 12:56,27-01-2024 18:26,No,Yes
29627,10013077,CPIOTH00001,Lubricant Oil Emkarate RL32H,ZCNS,OTH,2,HYTAT00002,TATA Consultancy Services Ltd,S1( AMC  Comprehensive ),IN10,18-01-2024 13:36,18-01-2024 13:45,No,Yes
29640,10005667,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,HYIBM00001,IBM India Pvt. Ltd.,S1( AMC  Comprehensive ),IN10,18-01-2024 13:52,18-01-2024 13:54,No,Yes
29250,10002878,AREOTH00001,Filter Drier SZ165 42132 Danfoss Make,ZRAW,OTH,2,MUNTT00002,NTT Global DC & CI India Pvt Ltd,S3( AMC - Comprehensive incl. Consumables ),IN02,18-01-2024 14:50,12-02-2024 15:58,No,Yes
29536,10002894,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,MUNTT00002,NTT Global DC & CI India Pvt Ltd,S3( AMC - Comprehensive incl. Consumables ),IN02,18-01-2024 14:58,08-02-2024 12:07,No,Yes
29655,10007581,AREOTH00033,Ball Valve 7/8,ZRAW,OTH,2,BABHA00001,Bharat Electronics Ltd,S1( AMC  Comprehensive ),IN11,18-01-2024 17:54,09-02-2024 18:36,No,Yes
28146,10012603,AECCTR00064,Converter with Isolate (AC- RS485- RS 232- ISO),ZRAW,SWG,2,RASTE00002,Sterling And Wilson Pvt Ltd,S1( AMC  Comprehensive ),IN05,19-01-2024 14:21,19-01-2024 14:23,No,Yes
29676,10014625,AECSEN00022,Sensor Modbus Temp + Humi AC- RHT01- CN 237,ZRAW,CTR,2,HYSAT00003,Sattva Infa Management Pvt Ltd,S1( AMC  Comprehensive ),IN10,20-01-2024 18:50,22-01-2024 13:01,No,Yes
29682,10015414,LECSEN00005,Tempreture Sensor (Length 5 Mtr),ZRAW,SEN,2,HYSAT00003,Sattva Infa Management Pvt Ltd,S1( AMC  Comprehensive ),IN10,20-01-2024 18:58,22-01-2024 13:00,No,Yes
29673,10011276,LMEDRI00001,5/8 Filter Drier,ZRAW,OTH,2,BAEXT00001,Extreme Networks India Pvt Ltd,S1( AMC  Comprehensive ),IN11,22-01-2024 10:00,09-02-2024 18:37,No,Yes
28602,10007355,LREGAS00003,Refrigerant Gas R 407 C,ZRAW,GAS,2,BASAS00001,Sasken Technologies Ltd (formerly Sasken Communication Tech.Ltd),S1( AMC  Comprehensive ),IN11,22-01-2024 10:07,09-02-2024 18:37,Yes,No
28619,10016048,AREOTH00025,Electronic Expansion Valve BODY EV35,ZRAW,OTH,2,BAISR00001,ISRO Telemetry Tracking and Command Network (ISTRAC),S3( AMC - Comprehensive incl. Consumables ),IN11,22-01-2024 10:16,09-02-2024 18:37,Yes,No
29520,10020206,AELPUMP00001,Mini Drain pump,ZRAW,PUMP,2,BANVI00002,Nvidia Graphics Pvt Ltd,P1( Warranty - Direct expansion ),IN11,22-01-2024 10:21,09-02-2024 18:38,No,Yes
29671,10006750,AELFAN00006,EC Fan R3G 560 ( Indoor ),ZRAW,FAN,2,BACIS00005,Cisco Systems India Pvt Ltd,S1( AMC  Comprehensive ),IN11,22-01-2024 10:44,09-02-2024 18:38,No,Yes
